cell_line,condition,score,type,label
Hela,KO1,0.21468101,real,negative
PANC-1,WT3,0.006540294,real,negative
PANC-1,WT2,0.013351222,real,negative
Hela,WT1,0.27528033,real,negative
Hela,KO1,0.3356671,real,negative
Hela,KO2,0.1718467,real,negative
PANC-1,OE2,0.000952967,real,negative
Hela,WT2,0.26426464,real,negative
PANC-1,OE1,0.0012596,real,negative
PANC-1,WT1,0.00267727,real,negative
PANC-1,OE2,0.002267291,real,negative
Hela,KO2,0.051997967,real,negative
PANC-1,WT1,0.006162275,real,negative
Hela,WT3,0.15686788,real,negative
Hela,KO1,0.07022181,real,negative
Hela,KO3,0.10938488,real,negative
PANC-1,OE3,0.25736007,real,negative
Hela,KO1,0.4182374,real,negative
Hela,KO3,0.19814777,real,negative
PANC-1,WT1,0.020016968,real,negative
Hela,KO3,0.3925868,real,negative
Hela,WT3,0.0749713,real,negative
Hela,KO2,0.92293644,real,negative
Hela,KO1,0.5008485,real,negative
PANC-1,WT2,0.056070104,real,negative
Hela,KO3,0.024952706,real,negative
PANC-1,OE2,0.008284453,real,negative
Hela,WT1,0.016548807,real,negative
PANC-1,OE2,0.6231117,real,negative
Hela,WT1,0.8353935,real,negative
PANC-1,WT2,0.02177124,real,negative
Hela,KO3,0.072909266,real,negative
PANC-1,WT2,0.006219333,real,negative
PANC-1,WT2,0.023199664,real,negative
PANC-1,WT1,0.02569139,real,negative
PANC-1,OE2,0.051479094,real,negative
PANC-1,OE3,0.014926913,real,negative
Hela,KO3,0.09414455,real,negative
PANC-1,WT2,0.001538321,real,negative
Hela,KO3,0.68805957,real,negative
PANC-1,OE1,0.002517516,real,negative
Hela,KO1,0.024297068,real,negative
PANC-1,OE2,0.004827501,real,negative
PANC-1,WT1,0.05649556,real,negative
Hela,KO1,0.67975837,real,negative
Hela,KO1,0.93577886,real,negative
PANC-1,OE1,0.021655291,real,negative
PANC-1,WT1,0.043056425,real,negative
Hela,KO2,0.014078585,real,negative
Hela,KO2,0.15324283,real,negative
Hela,KO1,0.032235213,real,negative
Hela,WT1,0.50888234,real,negative
Hela,WT1,0.5833912,real,negative
PANC-1,WT3,0.001503217,real,negative
Hela,WT3,0.02659404,real,negative
PANC-1,WT3,0.35811958,real,negative
Hela,KO2,0.98686826,real,positive
PANC-1,OE3,0.002678767,real,negative
PANC-1,OE2,0.031225879,real,negative
Hela,WT1,0.6496367,real,negative
Hela,WT2,0.5753174,real,negative
PANC-1,WT2,0.05497784,real,negative
Hela,KO3,0.2061328,real,negative
PANC-1,OE3,0.7232833,real,negative
PANC-1,WT3,0.052896436,real,negative
PANC-1,WT1,0.28812486,real,negative
PANC-1,OE3,0.90495014,real,negative
Hela,KO3,0.3360221,real,negative
PANC-1,OE1,0.012480558,real,negative
PANC-1,WT3,0.003150205,real,negative
PANC-1,OE3,0.43794948,real,negative
Hela,KO2,0.14091036,real,negative
PANC-1,WT1,0.21349709,real,negative
Hela,KO1,0.8867994,real,negative
PANC-1,OE1,0.004769635,real,negative
Hela,WT1,0.47592542,real,negative
Hela,KO3,0.02304311,real,negative
PANC-1,OE1,0.025975268,real,negative
Hela,WT1,0.27942654,real,negative
Hela,WT1,0.052996248,real,negative
Hela,KO1,0.013916099,real,negative
Hela,WT3,0.553867,real,negative
PANC-1,WT3,0.001191118,real,negative
Hela,KO1,0.979988,real,negative
PANC-1,WT2,0.110634305,real,negative
Hela,WT2,0.033249844,real,negative
Hela,WT1,0.002636556,real,negative
PANC-1,WT2,0.010012941,real,negative
PANC-1,WT1,0.005894907,real,negative
Hela,KO3,0.8290426,real,negative
Hela,WT1,0.63179356,real,negative
Hela,KO3,0.24995674,real,negative
Hela,KO1,0.061612748,real,negative
Hela,KO3,0.030168924,real,negative
PANC-1,OE3,0.031791754,real,negative
PANC-1,OE3,0.022128906,real,negative
Hela,KO2,0.37884694,real,negative
Hela,KO3,0.4308968,real,negative
Hela,WT3,0.27574116,real,negative
PANC-1,WT2,0.004512335,real,negative
Hela,WT2,0.3508894,real,negative
PANC-1,OE2,0.33956227,real,negative
Hela,WT3,0.021864021,real,negative
Hela,WT2,0.12653139,real,negative
Hela,KO2,0.05892455,real,negative
Hela,KO1,0.20813107,real,negative
PANC-1,WT2,0.025899388,real,negative
PANC-1,WT1,0.056510102,real,negative
Hela,WT3,0.2682379,real,negative
Hela,KO2,0.00247158,real,negative
Hela,KO3,0.65295416,real,negative
PANC-1,WT1,0.009263067,real,negative
Hela,WT3,0.3268222,real,negative
Hela,WT1,0.48170316,real,negative
PANC-1,OE1,0.21580344,real,negative
PANC-1,OE2,0.092432916,real,negative
Hela,KO2,0.4733549,real,negative
Hela,KO3,0.3571216,real,negative
PANC-1,WT1,0.015406951,real,negative
PANC-1,OE1,0.022582091,real,negative
PANC-1,WT3,0.026898004,real,negative
Hela,WT1,0.021186931,real,negative
Hela,WT2,0.3383112,real,negative
Hela,WT1,0.98920476,real,negative
Hela,KO2,0.37252086,real,negative
PANC-1,WT1,0.006478548,real,negative
Hela,KO3,0.23305513,real,negative
PANC-1,WT2,0.003289141,real,negative
Hela,WT1,0.16824286,real,negative
Hela,KO1,0.08444708,real,negative
Hela,KO1,0.018452818,real,negative
Hela,WT1,0.26612082,real,negative
Hela,WT3,0.5287972,real,negative
PANC-1,OE3,0.030331353,real,negative
Hela,WT3,0.13048396,real,negative
PANC-1,OE1,0.02655903,real,negative
Hela,WT2,0.19245394,real,negative
PANC-1,OE3,0.01129886,real,negative
Hela,KO1,0.07450573,real,negative
PANC-1,WT2,0.037208762,real,negative
Hela,WT1,0.18302707,real,negative
PANC-1,OE2,0.000348833,real,negative
PANC-1,WT3,0.88901436,real,negative
PANC-1,OE1,0.2224403,real,negative
Hela,KO3,0.2637725,real,negative
PANC-1,WT2,0.000612276,real,negative
Hela,WT3,0.4418614,real,negative
Hela,WT3,0.008121754,real,negative
Hela,WT2,0.04817667,real,negative
Hela,WT3,0.4137341,real,negative
PANC-1,OE2,0.013071368,real,negative
PANC-1,WT3,0.009849238,real,negative
PANC-1,OE2,0.21767618,real,negative
Hela,KO1,0.95731026,real,positive
Hela,WT1,0.42313555,real,negative
Hela,WT2,0.010649914,real,negative
Hela,KO3,0.1936,real,negative
PANC-1,WT3,0.001083022,real,negative
Hela,WT1,0.45349637,real,negative
PANC-1,WT2,0.10568455,real,negative
Hela,KO3,0.08435323,real,negative
PANC-1,OE3,0.009135573,real,negative
PANC-1,WT3,0.006973028,real,negative
Hela,WT2,0.042037647,real,negative
Hela,WT3,0.8614108,real,negative
Hela,KO3,0.052391842,real,negative
Hela,KO2,0.002217841,real,negative
Hela,KO2,0.87229025,real,negative
Hela,WT3,0.04649701,real,negative
PANC-1,OE3,0.045246262,real,negative
PANC-1,OE2,0.16846193,real,negative
Hela,WT2,0.22769703,real,negative
PANC-1,WT2,0.79235363,real,negative
Hela,KO2,0.2124697,real,negative
Hela,KO1,0.6560509,real,negative
Hela,WT1,0.06354619,real,negative
PANC-1,WT1,0.07274143,real,negative
Hela,KO3,0.1326137,real,negative
PANC-1,OE2,0.003414774,real,negative
PANC-1,WT1,0.005551662,real,negative
Hela,WT3,0.2549071,real,negative
Hela,KO1,0.13713059,real,negative
PANC-1,WT1,0.047272015,real,negative
PANC-1,WT2,0.04944323,real,negative
Hela,WT2,0.22048269,real,negative
Hela,KO2,0.18774383,real,negative
Hela,KO3,0.70643145,real,negative
Hela,KO1,0.6292876,real,negative
Hela,KO1,0.23436706,real,negative
Hela,KO1,0.20025904,real,negative
PANC-1,WT3,0.010550902,real,negative
Hela,WT3,0.16706756,real,negative
Hela,WT2,0.41068044,real,negative
Hela,KO3,0.3715661,real,negative
Hela,WT3,0.48789847,real,negative
Hela,KO1,0.012958261,real,negative
PANC-1,WT1,0.02910588,real,negative
PANC-1,WT2,0.031878203,real,negative
Hela,KO3,0.031343903,real,negative
Hela,KO1,0.9744777,real,negative
PANC-1,WT3,0.002453478,real,negative
Hela,WT2,0.450699,real,negative
Hela,KO2,0.8218627,real,negative
Hela,KO2,0.006089569,real,negative
Hela,WT3,0.06276308,real,negative
PANC-1,WT1,0.070662156,real,negative
Hela,KO3,0.0972575,real,negative
PANC-1,OE1,0.041535057,real,negative
Hela,WT1,0.95158184,real,negative
PANC-1,WT2,0.008506326,real,negative
PANC-1,OE3,0.082154885,real,negative
PANC-1,WT3,0.24622297,real,negative
PANC-1,OE2,0.31955993,real,negative
PANC-1,OE3,0.022313451,real,negative
PANC-1,OE3,0.007296043,real,negative
PANC-1,OE3,0.07032489,real,negative
PANC-1,OE3,0.000161169,real,negative
Hela,WT3,0.4373059,real,negative
PANC-1,WT3,0.000127129,real,negative
PANC-1,OE3,0.22940704,real,negative
Hela,KO1,0.31190827,real,negative
PANC-1,OE3,0.08910573,real,negative
PANC-1,OE3,0.002685988,real,negative
PANC-1,WT2,0.0457167,real,negative
PANC-1,OE3,0.002419008,real,negative
Hela,WT1,0.48839295,real,negative
PANC-1,OE3,0.004660998,real,negative
PANC-1,OE1,0.001424497,real,negative
PANC-1,OE1,0.001950537,real,negative
Hela,WT2,0.4771804,real,negative
PANC-1,OE3,0.7325426,real,negative
PANC-1,WT3,0.0541017,real,negative
PANC-1,WT2,0.000573829,real,negative
PANC-1,WT2,0.003868239,real,negative
PANC-1,WT3,0.015230796,real,negative
Hela,WT2,0.044268187,real,negative
PANC-1,WT1,0.003719862,real,negative
PANC-1,OE3,0.08116623,real,negative
PANC-1,OE2,0.00357912,real,negative
PANC-1,WT3,0.025536727,real,negative
Hela,WT1,0.035902485,real,negative
PANC-1,OE3,0.10682626,real,negative
Hela,WT2,0.053969543,real,negative
PANC-1,OE1,0.00554831,real,negative
PANC-1,WT2,0.000282762,real,negative
PANC-1,OE1,0.05539594,real,negative
PANC-1,OE3,0.001384226,real,negative
Hela,WT3,0.35352018,real,negative
Hela,WT1,0.07931232,real,negative
Hela,KO3,0.3809089,real,negative
Hela,WT1,0.8891087,real,negative
Hela,WT3,0.9877823,real,negative
Hela,WT1,0.66487205,real,negative
PANC-1,OE3,0.50834686,real,negative
Hela,KO1,0.13778332,real,negative
PANC-1,OE3,0.057621207,real,negative
PANC-1,WT1,0.030081859,real,negative
Hela,KO1,0.35404724,real,negative
Hela,WT1,0.49629086,real,negative
Hela,WT3,0.03748092,real,negative
Hela,KO1,0.1063505,real,negative
Hela,KO2,0.002731714,real,negative
PANC-1,OE3,0.064002946,real,negative
Hela,KO2,0.09521157,real,negative
PANC-1,WT1,0.18948394,real,negative
Hela,KO2,0.013123866,real,negative
Hela,KO1,0.45125315,real,negative
Hela,KO2,0.6144878,real,negative
PANC-1,OE2,0.012994447,real,negative
PANC-1,WT1,0.30369553,real,negative
Hela,KO1,0.9369677,real,negative
Hela,KO2,0.1164746,real,negative
PANC-1,WT3,0.9863675,real,positive
Hela,WT1,0.37274984,real,negative
Hela,KO2,0.07220449,real,negative
PANC-1,WT3,0.016176585,real,negative
Hela,KO2,0.05158234,real,negative
Hela,WT1,0.113912515,real,negative
Hela,KO2,0.04276226,real,negative
Hela,KO3,0.019334229,real,negative
Hela,KO1,0.3452675,real,negative
Hela,WT2,0.3069895,real,negative
PANC-1,WT2,0.018752396,real,negative
PANC-1,WT2,0.002808359,real,negative
Hela,WT2,0.26286092,real,negative
Hela,WT1,0.047535233,real,negative
Hela,WT2,0.99563533,real,negative
Hela,KO3,0.4627055,real,negative
Hela,KO2,0.09997345,real,negative
Hela,KO1,0.37902462,real,negative
PANC-1,OE3,0.002077534,real,negative
Hela,WT3,0.14399356,real,negative
Hela,KO2,0.04775559,real,negative
PANC-1,OE2,0.012485419,real,negative
PANC-1,OE1,0.009146689,real,negative
Hela,WT1,0.032418814,real,negative
Hela,WT1,0.17621996,real,negative
Hela,WT1,0.14059007,real,negative
PANC-1,OE3,0.002900727,real,negative
Hela,KO3,0.66897273,real,negative
PANC-1,WT1,0.000307796,real,negative
Hela,WT1,0.5627664,real,negative
Hela,WT3,0.017480664,real,negative
PANC-1,WT2,0.011465575,real,negative
Hela,KO1,0.8491012,real,negative
PANC-1,OE3,0.038383756,real,negative
PANC-1,OE2,0.18624668,real,negative
PANC-1,OE2,0.011587586,real,negative
Hela,KO1,0.3778242,real,negative
PANC-1,WT3,0.004903472,real,negative
Hela,KO1,0.38435653,real,negative
Hela,KO3,0.026010592,real,negative
PANC-1,OE1,0.035507195,real,negative
PANC-1,OE3,0.006071505,real,negative
Hela,WT2,0.04630035,real,negative
Hela,KO3,0.7368109,real,negative
Hela,KO3,0.19355795,real,negative
PANC-1,OE3,0.002226615,real,negative
Hela,KO3,0.5034851,real,negative
Hela,WT1,0.63871646,real,negative
PANC-1,WT3,0.021772629,real,negative
PANC-1,WT3,0.03890559,real,negative
PANC-1,WT3,0.15285105,real,negative
PANC-1,OE2,0.08644182,real,negative
PANC-1,WT2,0.010118584,real,negative
Hela,KO3,0.1603528,real,negative
PANC-1,OE1,0.003337467,real,negative
Hela,WT2,0.8411061,real,negative
Hela,WT2,0.75433195,real,negative
PANC-1,WT1,0.01629273,real,negative
Hela,KO3,0.06858075,real,negative
Hela,KO3,0.1577013,real,negative
PANC-1,WT1,0.03792125,real,negative
PANC-1,OE3,0.018195428,real,negative
PANC-1,WT2,0.24914706,real,negative
PANC-1,OE3,0.02131737,real,negative
PANC-1,OE2,0.07728866,real,negative
PANC-1,OE1,0.05837136,real,negative
PANC-1,WT1,0.00018026,real,negative
PANC-1,OE1,0.008204663,real,negative
Hela,KO3,0.5171111,real,negative
PANC-1,OE1,0.06418346,real,negative
PANC-1,OE2,0.005625313,real,negative
PANC-1,WT3,0.011426841,real,negative
PANC-1,WT3,0.05808643,real,negative
PANC-1,OE3,0.005279488,real,negative
PANC-1,OE2,0.6077803,real,negative
PANC-1,OE3,0.10845311,real,negative
Hela,KO2,0.11930965,real,negative
PANC-1,WT2,0.002691728,real,negative
PANC-1,OE3,0.60217816,real,negative
Hela,KO3,0.18528476,real,negative
Hela,WT2,0.2724264,real,negative
Hela,WT2,0.68776816,real,negative
Hela,WT1,0.40540853,real,negative
Hela,WT3,0.27327356,real,negative
PANC-1,WT2,0.011973677,real,negative
PANC-1,WT1,0.049923286,real,negative
PANC-1,WT2,0.057080444,real,negative
Hela,KO2,0.21428645,real,negative
PANC-1,WT1,0.90795934,real,positive
PANC-1,WT2,0.034412496,real,negative
PANC-1,OE3,0.01383429,real,negative
Hela,KO1,0.004297727,real,negative
Hela,WT2,0.08285565,real,negative
PANC-1,OE1,0.025691997,real,negative
Hela,WT3,0.039784577,real,negative
PANC-1,OE3,0.01977064,real,negative
Hela,WT2,0.6157474,real,negative
Hela,WT3,0.13061668,real,negative
PANC-1,WT2,0.001565393,real,negative
Hela,KO3,0.17155947,real,negative
Hela,KO3,0.95702386,real,negative
PANC-1,WT2,0.002042308,real,negative
PANC-1,WT1,0.20356129,real,negative
Hela,KO3,0.16069792,real,negative
PANC-1,WT3,0.022482436,real,negative
Hela,KO2,0.020178013,real,negative
PANC-1,OE1,0.003537496,real,negative
Hela,WT3,0.9129984,real,negative
PANC-1,OE2,0.37419388,real,negative
Hela,WT1,0.042331375,real,negative
Hela,KO1,0.6270431,real,negative
PANC-1,WT3,0.000475851,real,negative
Hela,WT2,0.63421834,real,negative
Hela,KO3,0.03200436,real,negative
PANC-1,WT2,0.042333156,real,negative
Hela,KO3,0.01873952,real,negative
PANC-1,WT2,0.005401889,real,negative
Hela,WT1,0.7204024,real,negative
PANC-1,WT3,0.019657668,real,negative
Hela,WT3,0.86992043,real,negative
Hela,WT2,0.6054312,real,negative
Hela,KO2,0.10994595,real,negative
Hela,WT3,0.29807767,real,negative
PANC-1,OE3,0.029195566,real,negative
Hela,WT1,0.31415805,real,negative
Hela,WT1,0.026060075,real,negative
Hela,KO1,0.22956143,real,negative
Hela,WT3,0.17311671,real,negative
Hela,WT1,0.94150954,real,positive
PANC-1,WT1,0.6579394,real,negative
Hela,WT3,0.7542923,real,negative
PANC-1,OE2,0.085486494,real,negative
PANC-1,OE1,0.070495546,real,negative
PANC-1,OE3,0.000204171,real,negative
PANC-1,WT3,0.16058442,real,negative
Hela,WT2,0.74958426,real,negative
PANC-1,WT3,0.00182353,real,negative
Hela,WT1,0.6888722,real,negative
PANC-1,WT2,0.001444243,real,negative
PANC-1,WT1,0.03707837,real,negative
Hela,WT2,0.25641868,real,negative
PANC-1,OE3,0.13553914,real,negative
Hela,KO1,0.079962574,real,negative
PANC-1,WT1,0.29516092,real,negative
PANC-1,WT3,0.13850473,real,negative
PANC-1,WT3,0.003008837,real,negative
PANC-1,OE1,0.002528997,real,negative
Hela,WT2,0.21955578,real,negative
PANC-1,OE3,0.003810305,real,negative
Hela,KO3,0.14217961,real,negative
Hela,WT3,0.7063733,real,negative
Hela,KO3,0.92680925,real,positive
PANC-1,OE2,0.052243475,real,negative
PANC-1,OE2,0.057481434,real,negative
PANC-1,WT3,0.2001704,real,negative
PANC-1,OE3,0.033596773,real,negative
Hela,KO1,0.04609124,real,negative
Hela,WT2,0.042272594,real,negative
Hela,WT2,0.51954764,real,negative
PANC-1,WT3,0.007973886,real,negative
PANC-1,WT1,0.042422626,real,negative
Hela,KO1,0.28250718,real,negative
Hela,WT1,0.9401985,real,negative
Hela,WT1,0.7420202,real,negative
PANC-1,OE2,0.030400388,real,negative
Hela,KO2,0.011516489,real,negative
Hela,KO1,0.7171233,real,negative
PANC-1,WT2,0.001029726,real,negative
Hela,KO3,0.40976387,real,negative
PANC-1,OE2,0.028455423,real,negative
Hela,KO1,0.03207158,real,negative
Hela,KO1,0.044748105,real,negative
Hela,KO1,0.2366363,real,negative
Hela,WT3,0.52509916,real,negative
Hela,KO1,0.032527674,real,negative
PANC-1,OE3,0.27985212,real,negative
PANC-1,OE2,0.005799002,real,negative
Hela,WT3,0.20671344,real,negative
PANC-1,OE1,0.048214685,real,negative
Hela,WT1,0.6613708,real,negative
PANC-1,OE2,0.10714102,real,negative
Hela,KO2,0.039360408,real,negative
PANC-1,WT3,0.010896329,real,negative
Hela,KO3,0.6036039,real,negative
PANC-1,OE1,0.56150156,real,negative
Hela,WT3,0.006318396,real,negative
Hela,KO3,0.14705719,real,negative
Hela,WT1,0.7904244,real,negative
PANC-1,OE3,0.15165254,real,negative
PANC-1,OE1,0.11088613,real,negative
PANC-1,OE3,0.014983913,real,negative
PANC-1,OE3,0.021078805,real,negative
Hela,KO1,0.015413483,real,negative
PANC-1,OE3,0.11613516,real,negative
Hela,WT1,0.16255161,real,negative
Hela,KO3,0.7474463,real,negative
Hela,WT2,0.58554864,real,negative
PANC-1,OE3,0.000524591,real,negative
PANC-1,OE2,0.00263005,real,negative
Hela,KO2,0.1488237,real,negative
Hela,KO2,0.002611297,real,negative
Hela,WT3,0.14024755,real,negative
Hela,WT2,0.060607728,real,negative
PANC-1,OE1,0.013474004,real,negative
Hela,KO3,0.2526156,real,negative
Hela,WT1,0.01207272,real,negative
Hela,KO2,0.9282333,real,negative
PANC-1,OE1,0.4779613,real,negative
PANC-1,WT2,0.048427135,real,negative
PANC-1,OE3,0.09219798,real,negative
Hela,WT2,0.8472095,real,negative
Hela,KO3,0.68801636,real,negative
PANC-1,OE3,0.8073438,real,negative
PANC-1,OE2,0.009625935,real,negative
Hela,WT3,0.75348085,real,negative
PANC-1,OE2,0.04277249,real,negative
PANC-1,WT1,0.002191632,real,negative
PANC-1,OE1,0.58473223,real,negative
PANC-1,OE3,0.002621814,real,negative
Hela,KO3,0.17270535,real,negative
PANC-1,WT3,0.029346114,real,negative
PANC-1,WT1,0.44320145,real,negative
Hela,KO3,0.04836778,real,negative
Hela,WT2,0.6463481,real,negative
Hela,KO1,0.19214377,real,negative
Hela,KO1,0.36156932,real,negative
Hela,KO1,0.056361176,real,negative
PANC-1,WT3,6.12E-05,real,negative
Hela,KO1,0.8206082,real,negative
Hela,KO1,0.02436139,real,negative
PANC-1,OE3,0.002631658,real,negative
Hela,KO3,0.07239252,real,negative
PANC-1,OE3,0.040537093,real,negative
PANC-1,OE1,0.000212678,real,negative
Hela,KO2,0.09587014,real,negative
Hela,KO1,0.66121024,real,negative
Hela,KO2,0.010115022,real,negative
PANC-1,OE3,0.030273963,real,negative
Hela,WT3,0.891993,real,negative
Hela,KO1,0.017946012,real,negative
Hela,KO3,0.012743442,real,negative
PANC-1,WT2,0.006311807,real,negative
PANC-1,WT3,0.004230714,real,negative
PANC-1,WT2,0.000287771,real,negative
Hela,KO3,0.3233067,real,negative
Hela,WT3,0.018022394,real,negative
PANC-1,WT2,0.012407011,real,negative
Hela,WT2,0.014549759,real,negative
PANC-1,WT1,0.104678765,real,negative
PANC-1,OE1,0.064313956,real,negative
PANC-1,WT1,0.032442864,real,negative
Hela,WT2,0.051341012,real,negative
PANC-1,WT3,0.079914995,real,negative
Hela,KO3,0.4373958,real,negative
PANC-1,WT1,0.002222893,real,negative
Hela,KO1,0.6493359,real,negative
Hela,KO1,0.22126669,real,negative
Hela,KO3,0.09184176,real,negative
PANC-1,WT2,0.04757725,real,negative
Hela,WT1,0.91688365,real,negative
Hela,KO1,0.015576714,real,negative
PANC-1,WT1,0.00634633,real,negative
Hela,KO2,0.9584612,real,negative
PANC-1,OE3,0.36121646,real,negative
PANC-1,WT2,0.005522616,real,negative
PANC-1,WT3,0.20289412,real,negative
PANC-1,OE1,0.049378145,real,negative
Hela,WT2,0.025916897,real,negative
Hela,WT1,0.06462324,real,negative
PANC-1,WT2,0.021784885,real,negative
Hela,KO1,0.26604867,real,negative
PANC-1,OE3,0.11965661,real,negative
Hela,KO3,0.031653367,real,negative
Hela,KO3,0.062573195,real,negative
PANC-1,OE2,0.00033782,real,negative
PANC-1,WT1,0.007799971,real,negative
PANC-1,WT1,0.004780666,real,negative
PANC-1,WT2,0.000226929,real,negative
PANC-1,OE3,0.004469462,real,negative
Hela,WT2,0.331906,real,negative
PANC-1,WT2,0.005273111,real,negative
PANC-1,OE3,0.012366214,real,negative
Hela,WT2,0.40192583,real,negative
Hela,WT2,0.01150118,real,negative
PANC-1,WT1,0.05468217,real,negative
Hela,KO1,0.83787143,real,negative
PANC-1,WT3,0.00530229,real,negative
Hela,WT1,0.8907246,real,negative
PANC-1,WT3,0.19329296,real,negative
PANC-1,OE3,0.002877181,real,negative
